comment,label
Tougtl 3asl yefihri,positif
slim riahi far5 chkoon hhhhhh,negatif
travail trvl trvl,positif
Tbrkallh 3likom,positif
taw ta5ra fih yé sera9 yé itim el gadfi w taw taverboulna 3al tayara,negatif
hhhhh haw ken ysseb fik fl hiwar etounssi hhh,negatif
lah ichafilak omak wayhakak lik mouradak yarabi yakoun maahoum,positif
mch 7lou,negatif
aya inchallah rabbi ysahhél,positif
nchalah nkamel mara 3lina fi siemens gamesa,neutre
lbnet reb7a w errjel tal3eb 3la charaafi,negatif
Wlh mech 5ayba 3a9la ama lazem twali mastoura chway,positif
helket o fasdet nsibti la3ziza lamen9alleha barri rawhi fok 3lek,negatif
sbe7 el ca el3alamia nchalah yawmk as3ad elayam,positif
lila 3id fi beb jedid,positif
il organiser un meeting a gafsa gbeli gabes tataouine mednine,neutre
wa7dik fil wahra ya gali,positif
chkoun sma3 laghneya 9bal ness lkol fy festival eni festival eljem,positif
bellahi barra nik omek,negatif
hhhhhhhhhhhhhhhh looooooooooooooooool mdrrrrrrrrrrrrrrrr kkkkkkkkkkkkkkkkkkkkk,neutre
farina mta3 katar,negatif
el prix taa el megabyte 50 millim w el gigabyte 5 dinar,neutre
raj3elna lou7ichi 3malna preparation ta7founa 3amnewel wmatchouet amical contre toulouse w guimares mouch contre lek3alfaa ykawrou bechmeta,neutre
chien li kbir,negatif
bon courage sanfor,positif
3ndi video jdid 3la insta,neutre
ech kal,neutre
awledhom yakraw fil kharej w awledna firen tajerb mta3 si jalloul meskiin zaweli lih rabi w zid yhabtou fi tsawerhom lahawla wla kouta illabellah,negatif
sil ca va bonne annie,negatif
a3tiwna ess7i7 rana faddina n7ebou el fi3l winou l equipementier jdid winou el bus,negatif
malla ja3ba,negatif
3awedna lmou3adila 3ala instagram,neutre
le probleme du ca trop de dlal,negatif
7alowa menik slouma ya8ali,positif
5ari 3lihom bil we9fa dddddd,negatif
slim miselech nes2lek 7aja,neutre
bsaea7a je suis contre fawzi il benzarti 5atrou hrab 3lina il marra lio5ra en plus maya9balch inna9d tji ton9dou y5alli il jam3aya wyimchi rabbi yihdih,positif
alah yarhamha w ysaher 3ayletha w wledha,positif
boukom la7nin 9atta3,positif
3asouula,positif
zanga zanga dar dar hhhhh allah yar7mk ya gaddafi,negatif
ja3fer inty ilmoumethel ilwahid ili ymathalni fi tounis,positif
bravo kira no9ssed karma bon courage ama 5sara famech schengami,positif
zabi nsa adou fel platou 97ab koul,negatif
rabi maak wi yonsetek aaaaaaamine yaaaaaa rab,positif
sawali imooooot,negatif
Ye3jebni w bravo 3ebdelli y,positif
si mona b7ebou tafelat tounes svp,neutre
ما هي نسبة الرطوبة في رادس توا  ,neutre
forza ca 7ot il jam3iya fi 3inik n7otok fi 3inina ya king,positif
3idkom mabrouk oraj3olna ben 3li oyezina melo8a elmadheroba elwo3od elfar8a,negatif
slim 5ouya rani weld jam3iya w nmout 3al fri9i mais 3andi problm mgayna layamét hédhi w dar 3al 9ad 7alhom ta3mél mziya w ajr 3and rabi ab3athli 100d haw ra9mi 21803540,neutre
inti chrite taradod l9anet mech l9anet ya slim,negatif
bravo cpr 2 éme place ss rachwa,positif
Essafi ya maallem gafsa maak wo rabbi maak,positif
برشا قلة تربية وقلة حياء أسترنا يارب,negatif
rabi bareklik,negatif
allah akbar ina lelah wani ilahi raji3oun,positif
ca dawla rabi yehdi twansa elkol,positif
t7eso yahki high,negatif
1m vues dans 24h kima pnl good work m7assen,positif
bellehi jaded el bel3id ou 3andek lyaakoubi defenseur m3allem 8ir saret chwaya mechekel ama tetsala7 ou 3andek lmhirsi wlh ken nechriw hethom el zouz se3a iwali 3anna attaque 9wiy surtout na7na nal3bou 3al contre ou lbe9i jib joueret s8ar,positif
vous et vrai tunisien enfin,positif
shisha m loul 9alel ha mba3ed la7keya eli saret tor9od nrml w t3ich nrml 9atlou ey w mba3ed walet tor9od bel 7rabech yecer kedheb,negatif
alah yarhmooo w eysaber ahlo,positif
mala bouhali la tla3t guaddefi beresmi,negatif
Walah chab3a thahk bravo sami,positif
ربي يعينك امين,positif
Ja3four wa7dek fi jaw,positif
b1 dite houssem,positif
y titre yesser fort y ane sensible khater andi 4h nassm3 feha o nbki hahah why i don t know good job jenjoon,positif
oussema thami nour said lejmi ah méed ȝzzǿùz,neutre
mastouri seif,neutre
hammohom alwa7id almanseb walkorsi wa he4a la yanfi mas2ouliyat alsha3b filwa43 almotaraddi lil2omma fal7okkem ta2ti min 9alb alsho3oub fa2in salo7at alsho3oub salo7ot 7okkamoha,negatif
ràbbi maak,positif
hahaha ba3d libya kaahaw ma3lih idour ken 3ala tounis va chercher ailleurs minus,positif
عاهرة بو دورو,negatif
Mala mas5e ppff,negatif
nechri ticket nmedha lechkoun 3la khater nekhdem,neutre
ena weld l etoile ema besm el ensenia netmannelou echifa al3ejel wenchallah yarja3 ykawar le plus vite possible,positif
aya aidkom mabrouk mela maadech saha chribetkom hhhhhh y,positif
nchallah rabi yahmik we yostrok we nchalla rabi yechfik ya ala,positif
vive le roi de ghazy amsterdam,positif
rana nhebou dhawadi yarja3 wakahaw,neutre
3aichou ya rabi,positif
barnamij tafih lezmou yetsaker w fakrou fi ghirou eli yfid libled,negatif
9oli jam3eya lyouma rahi dazetou,negatif
ti 7ata heya fthaya7 we7ed yetfarééj fihom wa7dou w ye7chem 5ali ya tetfareej m3a l famille c est du n importe quoi,negatif
thawra tall3et lil kabbar b3abes,negatif
bravooooooo clair net et precis bon courage mr riahi,positif
vive latunisie,positif
bravo si slim de placer le ca avec les grands,positif
si slim svp a3mél page l7ezbek w page o5ra lel leclub,neutre
chay kbi ya 3ommmm,positif
malla 9affafa tar7et ca tfou,negatif
mala sabat,neutre
brabi winhom idara mt3ik majetich tistakbil l ex president du ca,positif
كيفاش تقدم النادي الأجنبي للفوز بتوقيع اللاعب التونسي  ,neutre
el 7afla taa el cuisine tunisienne se3od fi 5 octobre,neutre
mn atfah masma3t oh yeah,positif
Ena en7ebhaa,positif
it s à baby boy je participe,positif
eddenya athwe9,neutre
mala mridh 9alou hedha ma yhsoul fi el madders ya7soul fi classek w5ay rabi yechfik,negatif
rabbi yanejih,positif
slim bravo,positif
wche ma3na foukli bayti,neutre
slim yé riahi slim yé riahi,neutre
chbik ma3titech rayek fil mousal7a elwataniya,positif
migalo nsitouh y9ld mli77,positif
tgoul 3laha fi one piece w naruto,neutre
لا تعليق وكيما gال هاني جاي فالتوالات _x00D_,negatif
wahdek ya slouma ya maadhabhom,positif
snin dayma w kol am w enti bkhir,positif
erajala tekseb weta7ana te7seb,negatif
hamza bargaoui,neutre
kont louléni w ma7boub barcha fou9 meli tetsawar ma 5sara hlektha w fasetha ki jit wenthamit lenahtha ama ki b3et et7eb tarja3 tlamed cha3bitek sayé mnt fét elwa9t,negatif
dima nawar jem3itek,positif
idha mazel 3andek dharet karama ista9iil l3alla attari5a yar7amouka ya tarrrrrrrrrrrrrrrrrtour,negatif
rami fathi choufoulna minha mp3 khali l président ihotha sonnerie fi talifounou d,neutre
si slim chnya 7kayet el interview m3a haithem erachdi,neutre
bravo ja3fer meloul 3rafet eli hiya 7keya mta3 takrim mech haja 5aybaa 3akes barcha sabouh w 3la wasel hekaa bravo,positif
irak7oulna lebled wikhalouna nekhdmou wikhalou zawali i7assen oumourou w boul 3lihom el kol 7achakom ma thamech siyessi ndhif kol min yodkhol siyesseh rahou masakh,negatif
lintidabat ya si slim bilahi shnowa jdid,neutre
bravo wild eljanoub,positif
slm_akm si slim c h c h im3ak me itkafech oh lifriki lifriiki lifriiiki hede idallil a3leh famme jouer mohtaref bi 100 000 000 dt icherek fi boutoulet tounes we kes tounes we boutoulet we kes ifrikyaal we andiya sobhom fi ahsebbi we dour 3ale aljam3iyet we hez le jouer hedeke houwa elli me icharek we ide me charekchi fi 5ans iraja3lek iflousek,neutre
slim ya7chi fih l safi b tazli9a hahaha mala wld 9a7ba firas amamy oussema boukadida,neutre
bon retour hamdellah ala slamtek,positif
si slim chneya taw haya habtelna 5bayer yfarhedna 3al ghalia 3ana barcha nestanou rana,negatif
nhebo lifri9i 9wiya l3am ejay nhebouha touja3 a3mil idara 9wiya wmoudareb dki hott rjale te5dem kima fil hond wil baskate joumhour m3ak si slim,positif
bravooooooo masab jet nes lkool wa3ya kifek,positif
deja howa 5arej minha 9bal ma yod5el ce n est qu un marionnette mta3 sidou l chi5,negatif
si mona b7ebou tounes tlata fo2 al5assab,neutre
m3a 9adech s v,neutre
k sormkk,negatif
t3ayefff t3ayefff miboun,negatif
ch9al w ale chkoun,neutre
chtarha rachwa,negatif
ماسط لاسط و ماء سخون,negatif
beha9 momtez raw3a,positif
kayen fi nas mijtama3 kaysoukon khossosiyat,neutre
si slim lazem yrj3 wissem w alexis w 7adhrya et aussi il un grand attquon et diffenseur apars swissi et bol3abi svp si slim et merci,positif
غبي لدرجة تجعله يتخيل ان المشاهد لم يتفطن للونه النهضاوي من أول ظهوره في هذا البرنامج مقاطعاته المتعمدة لكل متدخل يتكلم في الترويكا و خصوصا النهضة وحلفائها فيه استفزاز الى حد التشويش,negatif
alah latar7mou,negatif
rabbi yzidek ya m3alem w weld ca,positif
bravooooooooooo y,positif
hhhh yarham weldyyyk ahhhh haja kbyyraa amlthaa,positif
mskina,negatif
anehou l mathl f awled moufida ma araftush,positif
ok rabbi m3ana,positif
nsit el kawereth ezzouz lokhrine,negatif
20dt khaw,positif
ok président,positif
امصط كمودي واكبر طحان ومسخ,negatif
yna3n khrak mamstek wmkhybek ki enty ki li bjanbek jbrii ta3 zahi orkos ya wadi3 malth jami3 pfff wenty walitna ostora akther pablou scobar ti trettt lhak fi yamloulk fi vu mn aslo,negatif
khawa khawa,positif
nhebou ijra2at fawria lelbtala surtout les maitrisards car bel7a9 le chomage est pénible elwa7ed fad fad fad rabbi ykoun fil3oun,neutre
bravo klam ma39oule hajitna belefri9i 9wi l3am ejay njawbouhom fou9 eterin l3onf maywasel lchay,positif
brabi les clubistes osktou chwaya mch wa9tkom tawa klem s7i7 slim eta3widh mch lezem ykoun bel flous,positif
belf rajel,positif
3lech bayent cha3rek ons wlh turban mte3ek mta3 l3ada a7la 7ata ken 7abit cha3rek yben men ra2y ken 5alitou yben juste mel les racines a7la b barcha,negatif
allah yare7mou wsaber ahlou,positif
chey tou93ed 3lih 7alel fomok malla li3eb,negatif
raj3ilna djaaabbouuuu,neutre
fi ketar mawjouda fi tounis ?,neutre
tout tunise,positif
hab nafhem ntom taw d5olto llhabs ama bayrem yhlem blhokem wala mzal msrach ada kol,neutre
hamza chtabri,neutre
mdrr fama dnadik fil page ghayrine chneya t7esou 7libkom 9ras w t7ebou tghouroulna 3al président mala ta7ana,negatif
wahra ya slouma,positif
rani b7eb al sport w khassatan al football,neutre
sa7a sanfara nchlah rabi m3ak fi i5demk,positif
5er l3rab chnya mahem ta7net l amrican,negatif
tooooop 7aja ndhifa est touchante,positif
tounes yelzamha barcha barcha tasli7 mouche kamcha nahdaouiyyine kanou rufege politique son au kine expérience beche ysalle7ouha,negatif
hhhhhhhhhhhhhhh t9abal aalah ye chykh,positif
sbarna 20 sna 5alli tauia m3a insan 3ina rih kol thika,neutre
hhhhhhhhhhhhhhhhhhhh malla sel3a,positif
inchallah montassar w rabbi yahfedhek,positif
el 3alam huwa 9adil wala ma khayef,neutre
ta7an charf din,negatif
Bravo jaloul m3allem,positif
kol ihtiram lerjal falastin rabi m3ahom wyonsorhom,positif
nist5ayelha chada baco rayeb,neutre
3sla ja3four,positif
hala hala ya abdalla,positif
mabroookk mabroookk 3la slamtek ollah ykebro f ta3et lah,positif
allah yar7ma w yne3ma el jenna nchallah,positif
3ych sa7bi,positif
rakib fili stade olympique de radès,neutre
enti tla3t sidi teta yeser fi rasek,negatif
3la baba,negatif
mafama chay jdid,negatif
merci 5oya slim winchallah il 7okoma il 9adma itkoune inti ra2isha,positif
7acha ommek raj fakhfakh,negatif
mabghitch 3arf chi 7aja 5aira fi tounes,neutre
إنت عسولة,positif
chwia febom,positif
si mohand yalla nrou7 lmatch dyal tounes,neutre
bravo king et merci pour le geste,positif
sba7 enour si slim,positif
honnetement dhahra 3a9la w khatiha sakhfetni dhaher 3anet m nes,positif
بلييز دعمو قناتي ربي يرزقكم الزوج او الزوجة الصالحة 😢,neutre
snin deyma nchlah ca,positif
lbeji president son wild lbeji president de l esperachwa est hhhhhhhhhhhhh la photo de family de l rcd,negatif
jabri motakaber,negatif
thabel hhhh,positif
7keyet 7lawa fi film jedid al yawm,neutre
fooooort weld jandouba,positif
vraiment vraiment c touchant rabi yahfdou had le jeune ni3ma tarbya inchallah y3ichou les deux w tertah mamah w ytawal f 3morha,positif
rabi yahmik winchalah ybi3dou 3lik wahna rana m3ak,positif
ye mhasen heyy,neutre
3andi fikra 3lech ma irodouch 9asr 9artage mathef li9lila essghar yel9aou win yetfarhdou en attendant titsafa el oumouuuuuuuuuuur,positif
ملة امارك وملة شلايك,negatif
très touchant bakkitni rabbi yer7mou,negatif
hh ye slim riye7i mekech rajel,negatif
enchalla etkoun rajel,positif
hedfi wissem,neutre
Ya chkoba ma7lek f tawatha3 mete3ek hay erjel mouch kif la3bed eli f std w ya lotfi ya ma3lem kif kebistou ain goum brawa7,positif
ala ft space tji,neutre
بنيان يهبلوا,positif
ti sayeb 3liik webni 1 jdid 5ir ma ychrkena fih 7ad,negatif
haw jeykom ben 3li tawa ntsawer fhem ljemi3,negatif
tbarkallah 3lih rabi ya7mih,positif
ma5yeb 7yetkom,negatif
enti fare5 chkoun hhhh,negatif
hh s r raiss hh,positif
hahahahahah belehi bara nayek,negatif
m3a wa9teh ejneza,neutre
hih w 7adhret syedt mhabet ha chnewa to9sed béha ye5i kais said howa eli ktebha mala tafaha fik chey grib wallah yezik brabi w telha f 7ajet o5ra,negatif
وقتاش بدا موعد التسجيل للتطعيم ضد كورونا ,neutre
big bosss si slim 3aychek thamech 5edma,positif
aalamiya 3,positif
allahhhhhhhhhhhh yar7amhoum deneya wou a5raaaaaaaaaaaaaaa,positif
wiouuuuuuuu 3la zebi,negatif
bravoo jenjoon,positif
ماسط ما تفدلكش خير,negatif
tafahna 3aline fi le5er tafna,neutre
fama 3bed yhezhom ri7 wyraja3hom ri7 ti fama barcha 3bed lbera7 beklem wlyouma beklem wke bech te5ou 3lihom makech bech t9adem weli sar lkol 3la5ater 7abou yna7iouk dc kamal e5dem wrabi m3ak,negatif
dz je ss rakom hna abonnez vous sur ma chaine youtube like commentaire,positif
barrra tiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit enti wayeha ya slim eryei,negatif
mat5dmouch fil 3bed w zidou sedou 3lehom beb reze9 7asbiya allah w ne3maa fikom wallah kama tet7asbou 3lih kol,negatif
la7aas,negatif
hhhhhhhhhhhhhhhhhhh falcao ya rie77iii d,neutre
intidabet rahi behret,neutre
yeeeeser yfatta9 el make up hedha w 9addéh watéek,positif
nchallah tounsia tayseb fi coupe d'afrique,neutre
Vraiment bravo bakatni wallah,positif
bellehi ya jmee3a ta3emlou meziyaaaaaaaa 9ololi hathom geddach mwaled hom,positif
hhh walah yo9tol bidho7ek beleh kifech sa7a7 whowa fi dzeyer makdhebech lisamakem znatir hhh yawala7 7wal jam3ia te5ser m3a lehlelia w9oul machrou3 lefri9i pefff makdhabkom,positif
si slim inchalah nal9aw minek 2 ala 5ater toun is fi azma i9tisadiya ikbira wil itehad imsamim 3ala ifles tounis bil ithrabet,positif
3asba le nahadhaaa dacc,negatif
ma3andkom 7ata 7a9 teda5lou fi 7yatha cha5siya behi tawa 3amlin jaw ki bakitou tofla zid ba3louch yetmanyek kifech tebki ta3rfou 3lah chnwa 7kaya ou madam weslet bkat ken tofla mawjou3a otelbou lotef ou e7tarmou macha3er nas chwaya,negatif
w dima a7la ch3b l bomayé,positif
hawani 52761188,neutre
bravo president hedha illi ken lazem yssir w hedha el wa9et el mounasseb,positif
walahi sma3tha w kadhebt fama chkoun men familia hkeheli w mala iche3a 5arjouuha w nes ta3ti fel flous w bech tendem,negatif
bélehii ya si slim pivo kima hattén baratelli fiil club wllh ena grand investissement lel ca,positif
lkbir kbir wa kabdi,positif
rami ramroum tiiiiiiiiiiiiiiiiiiiiiiiiiiiit,negatif
bien dire,positif
saye jabouke li sirate mousta9ime papa,neutre
salut jitik mi baid mathizich aliya tel 99420280,neutre
wa9tech 9adhitek ya sami ya3tek b 3asba,negatif
chbiha wallet 5ayba,negatif
barcha 3bed sure mahyech fehma ma ma3na iste9leliyat all 9adha lill asaf,negatif
saif ben amaar bravoo 5edma super et parfait ama borjoliya na9is habla ena walit 5ayef la tiktibli ismi ektib esm lnamos wala7 terba7 d3a l5ir bravo wo nistna lfilm il jdid nchalah,negatif
salafeya mal9awech haloma 3lemeya tsenedh6 w mal9awech 3othew mel majles tafssissi ya3mel thrab jou3 bech yo5rjou mel 7abes,neutre
اسوء حلقة شفنها في طريقة التقديم,negatif
ya ostora,positif
bravoo si slim,positif
slim watek el rose yasser hlou 3lik,positif
said message trés claire newi nkamel parcouri n confirmi scori,neutre
rabi maak wel kafaya yaalem biha kene rabi sobhanou wkenek mathoume rabi ytwalehome wthaher hak,positif
hhhhhhhhhh chab3aaa dahkkk yakhi karim iu yakhi migalooo rakom tooop et crt karim nmot 3lih masabni zawjtek karoma,positif
الصراحة فسدتها خميسة_x00D_,negatif
bon chance slim riya7i ama a7na rana cha3b t3eb barcha w ena n9olek kén twafer 100000 mawtén choghl w tékef m3a zawéli ena na3tik souti rahi touness bi chabébha éli tha9 el mor w jéé el wa9t bech y3iiiiiiiiiiiiiiiiiiiiiiiiich,positif
salem si mohamed t9abelna mara f tounis,neutre
bravoo ya ma3léém kméék haaka,positif
راجل مناضل الله يعينوا على الايام ياارب y,positif
si slim hamza chatbri mle3bi mta3 jsk mle3bi kbir barcha w s8ir donc netmana tjibou 5atrou bel7a9 yhani fel milieu w arja3 w choufou chnia 3mal m3a jsk wlh 3alami w les recrutements n7ebouhom secritou yezina men 7keyet safa9at ennes lkol fibelha 9bal b jem3a e5dem rabi y3awnek w dima lghalia mnawra nchalah,negatif
hamdellah 3la salamtik,positif
saydi ris fi siliana rana bech nmoto bcher en w7ed mnes baba mridh en 3omri 17 n5dem mle79tech blh 3awni bjh rbi 22242239,negatif
me3alem slouma,positif
taw takhra fih kalb el falla gdhab ou walla,negatif
ba3d maken programé bech i3adiw leclub fi watania 2 sat w3adaw el pub mta3 el matech mara3na el badlou rayhem taraji sur tarajia 2 wleclub fi tarajia ardhia bech i5aliw majles le3rayes yet3da fi nahdha 1 sat el mohem 3leh hedh lkol 3leh leclub exact a5er question l si slim wa9teh ca tv tabda el bath etajribi,negatif
kebsouk ya 5awef,negatif
respect for nas lghiwan respect l castro zzh5 zomra family,positif
hhhh kan ja jmhor bengerden siba elehom frr,negatif
فما بتوري الماتش ديال الترجي والئطاوة في التلفزيون  ,neutre
ça lové,positif
incha allh ya rabi,positif
bravooooooooo nchallah zina,positif
tfouh 3la limark,negatif
macha elah,positif
bras ommek a3mloulna 9anet mafihech bneeeeeetttt,positif
dr marzou9i chay y2assef fi mannouba,negatif
ahla b tartour,negatif
ki tcmndi cardi b mn jumia,negatif
fdhaye7 etoiansa tet3adda fi tv raw moch ma39ol ya nees malla ra7a meneh,negatif
gafsa est avec slim riahi,positif
hmd 8neya touniya tosla7 finally,positif
ech ya3mel assaba7 ghadi yezzi mel mssassa ness jwa3a w zid 5assartouna karametna yezzi men hal hmoum lkalij,negatif
rabi maahoum yahmihoum men koul sou,positif
شرفت الفن في تونس مطربة و فنانة كبيرة,positif
dima fin soirée sur youtube,positif
melkher saber khlifa yerj3 w yo93ed tijani belaid w tozgar w njibo ariere droit w nraj3o farouk lel cage w njibo 2 axialet w attaqnat ijib latrah w nadhf el hay2a te3ik hotlna nes theb jam3ya raj3lna montassar mekech chtemchy enty,neutre
temchich techriih l3id w t5alina saymiin,positif
كلملي خويا يا نسمة,neutre
yna3enzabour omek w om omek,negatif
امسط انسان في العالم,negatif
الرجل المناسب في المكان المناسب,positif
نور شيبة يا عسل الدنيا,positif
é dalé est est fatogol wa3la jelha fi kol mkén n9imou el hol,negatif
boughanmi w chouiref ya si slim tared 3lina ganndouraa,negatif
inti wayeh,neutre
واش هادي ؟,neutre
bòn chánce,positif
bravo slim wasel,positif
sallamli aala si chakroune,neutre
m3alem y slouma,positif
hhhhhhhh tl3t kartha borjouliya,negatif
hil famek mala jouerette mayetine malla suissi w malla ifa hal 30milliar lowken a3tithom il jame37irhhhhhhhhhhhhhhhhhhh,negatif
libled hedhi yelzimha wehid rajil 3adil,negatif
fech ye7ki hetha ye5i jayebha zenga zenga dar dar fik rana fayekin bik,negatif
Bravo walid tounsi baredtli ala 9albi,positif
Ma7laha d3afit w 3andha cha5sia maryouma,positif
el ta7dir el jawwi lil yaoum fi monastir 23 9araj,neutre
hhhhhhhhhhh ty a7me ru7kem,negatif
wala rais baladiya ay sa7afiya ta7ki im3ah chwaya prestije,negatif
akbar mo7tel fel 3alem mouro tol 3omro i3ich bel 7ram,negatif
rabi ychafiha w yfara7ha b weldha ni3ma tarbiya,positif
letoil akbar menek,negatif
kol 7ad wrayou,neutre
mela 3fat ya zeby,negatif
chkoun ilmonachet,neutre
Ale ale ale migalo ja llpsg,neutre
raja3 lmhiri w la7achetna la bintidebet la wela,neutre
bref entouma barnemej tefah w bel3ani tal3ou fl marek l we9i7in hethom bch ta3mlou bihom l buzz 7fadhneh ri9 hetha,negatif
rabi ichafi,positif
le grand salifou bravo,positif
akbar mafia houwa anta,negatif
برافوو تبكي بالحق ماثرة اللقطة,positif
les abonnements mte3 l play off ya slouma,neutre
تبارك الله عليها بصراحة,positif
ماسط لاسط 😱😤😝,negatif
hhhhh slim riahi,neutre
rayen asma3 kaabet danial hhh,neutre
l5maj lkol 3ndha hiya bari nayki b3id yn3an bou lwakt lmnayek ili 5leha tahki ou tmid fi lfougira mteha fi talfza,negatif
raja3 zoo,neutre
safi ahsen wahed ynajem ikoun president,positif
ken tlawhez l7ad fi stade de radès,neutre
rajel wa9t l3acha lem9a,neutre
si slim nhebou al3ab tounis tlata fo2 al5assab,neutre
3ashan akol al9alb 3ndi 5ala2at aljdid,neutre
svp lien,neutre
rak khrit fih te5sab ro7ek fe libia,negatif
hhhh lmo7amia lin chadha do7k fi lclip hhhhhh,negatif
thabel ha tofla une vrai star southaa yfata9,positif
nhbe titre nchala fi beb jdide,positif
allah yar7emhem wya7mi tounes elgueliya,positif
slim rye7iiii far5 chkonnn,negatif
kifach tekol el brik el yom,neutre
vraiment ya3tik alf sa7a,positif
tooooop nithal chatha thabeeel et sirtou badour,positif
tunis fa9at bledi w nmout 3liha,positif
heliktha brra jib helik,negatif
rajil w sid rjel,positif
chbi l8neya kent mouch mawjouda,neutre
m3a slet il 3aser bchyedefnoh,neutre
yousr fg plz name nta3 la palette plz,neutre
bellehi ya admin n7eb nab3eth msg el mr marzouki,positif
kol 3am wantom bi5ayer,positif
manaii some vitamins for you,positif
inchala rabi ma3 cpr,positif
7toulna etseker fel parek a3lech e5er enhar t7otouhom,negatif
عسل راو عسل,positif
si slim juste une petit faveur a vous posez 3ana barcha 3la tor7 gala 3léh fé tréve hédhi ma na3mlouch tor7 m3a l bayern munchen et merci,neutre
rajel rajel chofe kifhe youbous fi wld tarji,neutre
album dyalou 3la google play hada,neutre
taw mechi fibélk fama tounsi béch ya9ra hétha lkol o o,neutre
w 79ou9na a7na tounssa winehoum yé si marzou9i,negatif
Anahouma zouz rjel ya3tik man3oula lik wel bouk wel 5ouk wlomk ma5yeb wejhou 3al sbe7 medid 3lina mandhrou tfouuh💩,negatif
لقطه تحشم بصراحه,negatif
hhhh sayer,neutre
kol âme winti et upl ou touness bkhir,positif
فوفو يا معلم عندك صوت مشاء الله عليك و ربي معاك,positif
silm houwa l afdal,positif
yammi joujmage,positif
aider nous a creer un centre de formation foot,positif
nfedlik mnen 3ref men ay 7aja el youm,neutre
aid miledek maa hafidi mohamed joud 2 ans enchaalah iwalickifek w rabi ywafkek,positif
dar 97ab w feha mezwed,negatif
raj3 sanchezzz,neutre
lkleb ta3ref b3afhdhaa,negatif
M3alem walah rajel wled assel,positif
hhhhhhh slim riahi yaaml f lmzeya hhh,negatif
5arrrrrrraf enta fin wel 7obi fin ye mta3 el canalou,negatif
ntfarij fi dinya o5ra,neutre
slim inti 3indik barcha flous rabi iyzidek ama notlob minek a3mil machari3 lichabab wo5rij mi siyasa,neutre
blahi 9oulouli ya5i slim zitouni ryahi far5 chkoun hhhhhhhhhhhhhhhh,negatif
de salah thabti en tant que dirigeant au club africain j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte j ai honte,negatif
متلين على مين عرب او فراسين,neutre
amir rak comidien mekech 3adi w rabi m3ak fi lmosta9bel,positif
ben 4arbiya w amthélo ila ljé7im bravo slim riahi notre fiérté,negatif
loled rakzo 3al la7in nla7in mta3 freriit,negatif
3lech hakka mchit 3lina w khallitna ess wahdena,negatif
bravooooooooo ja3four bi rasmi i love you,positif
hhh e dislikes akther m likes,negatif
knas lkolha mkach5in mafimtiche kifach 3imad riahi m3amal 3lahom,neutre
rabbi yechfih we y3afih,positif
haw tla3 wa3ref klam zayd ezabb,negatif
fechlem w seri9,negatif
enta ched leclib w sayyeb 3lik men politque,negatif
pauvre walig nehdi hhhh,negatif
mella chombrere,negatif
maw des hypocrites ta yarj3ou f octobre,positif
amin gra3 efchel animateur fil 3alem w chroniqueurs atfeh me rit,negatif
walha tebrkhlh aalik ma chérie vraiment une femme forte,positif
cha3b maak ye si slim nebniou jam3ya 3la kaada s7i7a,positif
sayer fi zébi hazinéh fél bac w él 7md,negatif
rabi yansrik 3ale a3ade2ek,positif
invit moi si slim 7achti bik très urgent,neutre
ja3fer 9al 5alit 3andou aména ma 9alech chnoua hia w le5er 9allou chkoun y5alli 3and le5er 10 millies ywarik elli houa mouch sada9,negatif
Chib w l 3ib,negatif
ouiiiiiiiiiii président ya em3allem,positif
3andi fi lseni kima fi sa9in srarfi maalem yal castro,positif
dima hors sujet mehich mochkolt etwensa hethi ymout wela ya7ya boul 3lih ech rab7in menou,positif
9achwa el 3ounwan taa el 7afla el jadida  ,neutre
chnowa mda5el el slat 3la sidna mouhamet fi hada el barnamej etafah,negatif
2018 mazelt nesma3 fihaa,positif
mibouna kbira hethi hhh,negatif
khalil chamam miskine,negatif
le syndrome gilles de la tourette c'est une maladie neuro psychique t5alli ensen yor3och moch t5allih yetkallem b vulgarité,negatif
moch fi wejhek ama zabour,positif
thamch 10 mlayenn slaf,neutre
brabi just sou2el tawa jam3ia 3amdha 2 gardien kif dkhili w la7ouel 3lah ta5ou fi rba3i wa9t eli na9sena 2 attaqaunt w pivot w arire droit mele5er w 3al le5er mourad goub3a degage,negatif
page dalloula,positif
